name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds 
B.Graham,00-0022954,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594,85,2365,219,9820,,,,,,,,,,,,,,,,,,,
L.Stephens-Howling,00-0026956,no,ARI,,,,,,,1,0,1,2,0,,,,,,,,,,1162,1667,96,164,3,,,,,,,,,,,,,,,,,,440,125,58,3,0,0,545,189,339,38,5,0,0,671
A.Rolle,00-0023443,no,ARI,DB,92,5,18,2.5,440,0,1,1,6,7,,,,,,,,,,4,4,0,1,0,,,,,,,,,,,,,13,30,0,8,0,,,,,,,,1,9,,0,0,0,9
D.Rodgers-Cromarti,00-0026156,no,ARI,CB,22,3,17,1,225,1,0,1,1,57,,,,,,,,,,26,29,0,2,0,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
C.Campbell,00-0026190,no,ARI,DE,83,5,2,43.0,282,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Wilson,00-0020505,no,ARI,,58,2,9,6.5,223,0,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Hayes,00-0021941,no,ARI,,23,0,0,0,71,0,0,0,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Haggans,00-0019538,no,ARI,,43,4,0,14.5,126,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Robinson,00-0013845,no,ARI,,17,0,0,1,30,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Dockett,00-0022930,no,ARI,DT,55,4,1,21.5,181,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Okeafor,00-0012333,no,ARI,,12,0,0,4.5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Watson,00-0024322,no,ARI,,6,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Dansby,00-0022927,no,ARI,ILB,143,6,7,16.5,521,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McFadden,00-0023497,no,ARI,,14,2,2,2,141,0,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Johnson,00-0027067,no,ARI,FS,41,1,11,1,207,0,0,0,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64,0,0,0,0,64
S.Hill,00-0020679,no,SF,QB,,,,,,3,5,12,5,-3,,,,,,,,,,,,,,,816,501,21,31,2,1,5491,,,,,,,,,,,0,0,1,0,0,0,0,43,144,2,1,0,0,199
I.Bruce,00-0002099,no,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,21,0,0,0,264,1,-8,,0,0,0,-8
M.Norris,00-0020508,no,SF,,,,,,,0,0,1,0,0,,,,,,,,,,12,12,0,2,0,,,,,,,,,,,,,,,,,,42,0,11,0,0,0,51,17,33,0,1,0,0,41
F.Gore,00-0023500,no,SF,RB,,,,,,12,6,17,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,74,172,7,0,0,1458,1512,1778,262,42,0,0,6658
G.Coffee,00-0027048,no,SF,,,,,,,,,,,,,,,,,,,,,27,29,,3,0,,,,,,,,,,,,,,,,,,38,,11,0,0,0,76,83,75,,1,0,0,226
D.Walker,00-0024389,no,SF,TE,,,,,,4,6,7,7,0,,,,,,,,,,67,85,0,14,0,,,,,,,,,,,,,,,,,,1333,276,216,17,0,0,2605,9,57,0,0,0,0,57
V.Davis,00-0024221,no,SF,TE,,,,,,2,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2157,603,323,46,1,1,4361,3,-1,0,0,0,0,-1
J.Morgan,00-0026314,no,SF,WR,,,,,,1,4,5,4,13,,,,,,,,,,273,351,0,27,0,1,0,0,0,0,0,0,,,,,,27,49,0,8,0,1183,75,190,9,0,0,2248,13,137,0,0,0,0,137
A.Battle,00-0022064,no,SF,,,,,,,3,1,7,1,0,,,,,,,,,,43,44,0,4,0,,,,,,,,,,,,,24,49,,21,0,30,,5,0,0,0,40,,,,,,,
J.Nedney,00-0011970,no,SF,,,,,,,,,,,,34,28,711,84,50,0,50,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Lee,00-0022824,no,SF,P,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,4024,183,5552,488,23404,,,,,,,,,,,,,1,-18,0,0,0,0,-18
A.Rossum,00-0014071,no,SF,,,,,,,,,,,,,,,,,,,,,79,97,,8,0,,,,,,,,,,,,,20,41,,12,0,,,,,,,,,,,,,,
N.Clements,00-0020495,no,SF,,41,6,7,2,181,2,0,3,2,0,,,,,,,,,,4,4,0,1,0,,,,,,,,,,,,,7,12,,4,0,,,,,,,,,,,,,,
K.Balmer,00-0026169,no,SF,,22,0,0,0,33,,,,,,,,,,,,,,,7,7,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.McDonald,00-0025484,no,SF,DT,48,4,1,18.0,131,0,0,0,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Smith,00-0020535,no,SF,,90,9,0,34.5,250,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Franklin,00-0022147,no,SF,,35,1,1,3,110,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Harris,00-0023084,no,SF,,3,1,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lawson,00-0024237,no,SF,DE,81,7,2,18.0,219,0,0,0,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Willis,00-0025398,no,SF,,147,14,7,15.5,488,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Goldson,00-0025513,no,SF,DB,97,6,15,4,361,0,0,0,6,73,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,53,0,0,0,0,53
D.Bly,00-0001388,no,SF,,3,1,3,1,26,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Roman,00-0019724,no,SF,,7,1,1,1,45,0,0,0,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Sopoaga,00-0022863,no,SF,,39,0,0,4.5,85,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,1,0,0,0,18,,,,,,,
T.Brown,00-0025534,no,SF,,28,0,9,0,210,0,1,0,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Spencer,00-0022843,no,SF,,9,1,5,0.5,94,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lewis,00-0021185,no,SF,,14,2,1,2,82,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Haralson,00-0024354,no,SF,OLB,57,3,0,17.5,125,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Manning,00-0022803,no,NYG,QB,,,,,,24,8,46,8,-13,,,,,,,,,,,,,,,3360,2051,111,161,0,0,25302,,,,,,,,,,,,,,,,,,135,261,3,2,0,0,256
B.Jacobs,00-0023545,no,NYG,,,,,,,4,3,8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,40,42,2,0,0,384,586,804,106,25,1,1,2474
A.Bradshaw,00-0025637,no,NYG,,,,,,,14,4,17,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,17,29,,6,0,829,71,170,8,0,0,1375,962,1234,171,34,2,2,4298
D.Hixon,00-0024345,no,NYG,,,,,,,2,0,3,0,0,,,,,,,,,,232,342,,57,0,,,,,,,,,,,,,157,230,0,25,1,529,54,65,5,0,0,859,,,,,,,
S.Smith,00-0025438,no,NYG,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,772,38,180,11,0,0,2004,,,,,,,
M.Manningham,00-0026235,no,NYG,,,,,,,3,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362,442,207,19,0,0,2823,4,66,0,0,0,0,66
K.Boss,00-0025540,no,NYG,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877,170,108,14,0,0,1531,1,16,,0,0,0,16
H.Nicks,00-0027005,no,NYG,WR,,,,,,0,1,3,1,0,,,,,,,,,,30,30,0,2,0,,,,,,,,,,,,,,,,,,2213,365,347,31,0,0,4995,2,8,,0,0,0,8
O.Umenyiora,00-0021977,no,NYG,,67,21,1,43.5,135,0,0,0,6,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Seubert,00-0020138,no,NYG,,,,,,,1,2,1,3,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Tynes,00-0019778,no,NYG,,,,,,,,,,,,115,98,1906,294,177,0,177,0,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Feagles,00-0005113,no,NYG,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,566,23,754,64,2604,,,,,,,,,,,,,1,-8,,0,0,0,-8
D.Ware,00-0024559,no,NYG,,,,,,,1,0,1,1,0,,,,,,,,,,211,251,0,27,0,,,,,,,,,,,,,,,,,,255,0,51,0,0,0,352,90,206,0,1,2,2,360
M.Hedgecock,00-0023683,no,NYG,,,,,,,,,,,,,,,,,,,,,8,8,,1,0,,,,,,,,,,,,,,,,,,28,0,6,1,0,0,31,,,,,,,
D.Clark,00-0019506,no,NYG,,30,1,0,2,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Thomas,00-0026203,no,NYG,,44,6,11,3,209,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Kiwanuka,00-0024247,no,NYG,,70,8,1,22.0,179,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Johnson,00-0026824,no,NYG,,7,2,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Johnson,00-0025611,no,NYG,,14,0,1,1,47,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Blackburn,00-0023693,no,NYG,,71,3,3,4.5,121,0,2,0,2,0,,,,,,,,,,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Phillips,00-0026171,no,NYG,DB,50,1,7,0,146,0,0,0,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Pierce,00-0020006,no,NYG,,15,1,0,0,39,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Tuck,00-0023509,no,NYG,DE,108,14,2,43.0,220,0,0,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Cofield,00-0024339,no,NYG,,74,3,0,13.0,115,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Bernard,00-0021261,no,NYG,,37,1,0,4,63,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Brown,00-0023621,no,NYG,,18,3,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Canty,00-0023566,no,NYG,DE,67,4,0,12.5,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Webster,00-0023478,no,NYG,,33,0,15,0,192,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,1,0,,,,,,,,,,,,,,
J.Campbell,00-0023460,no,WAS,,,,,,,8,12,31,12,-40,,,,,,,,,,,,,,,1387,844,36,52,3,0,9529,,,,,,,,,,,1,0,1,0,0,0,1,132,423,11,4,0,0,653
C.Portis,00-0021179,no,WAS,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,83,0,14,1,0,0,112,178,248,1,3,0,0,721
D.Thomas,00-0026174,no,WAS,,,,,,,,,,,,,,,,,,,,,512,637,0,60,0,,,,,,,,,,,,,,,,,,232,0,28,3,0,0,362,3,-2,,0,0,0,-2
L.Betts,00-0021184,no,WAS,,,,,,,1,1,1,1,0,,,,,,,,,,52,52,0,2,0,,,,,,,,,,,,,,,,,,192,0,40,0,0,0,320,101,99,2,4,0,0,360
H.Smith,00-0015194,no,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0,0,35,794,40,1111,114,4666,,,,,,,,,,,,,1,8,,1,0,0,8
S.Moss,00-0020494,no,WAS,,,,,,,6,2,9,2,1,,,,,,,,,,15,15,0,1,0,,,,,,,,,,,,,86,118,0,29,0,1755,372,302,23,1,0,3742,13,49,0,0,0,0,41
M.Kelly,00-0026191,no,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,25,0,0,0,347,,,,,,,
C.Cooley,00-0022738,no,WAS,,,,,,,1,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,58,115,5,1,1,1254,2,3,0,0,0,0,3
A.Randle El,00-0021190,no,WAS,,,,,,,2,2,6,2,0,,,,,,,,,,,,,,,2,2,0,2,0,0,42,,,,,,102,154,0,31,0,428,0,72,0,0,0,783,1,2,0,0,0,0,2
L.Alexander,00-0023259,no,WAS,OLB,36,2,0,7.0,64,0,0,0,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Suisham,00-0023001,no,WAS,K,,,,,,,,,,,164,144,2807,432,198,1,198,0,198,,,,,,,,,,,,,59,2,71,6,195,,,,,,,,,,,,,2,-13,0,0,0,0,-13
M.Sellers,00-0014655,no,WAS,,,,,,,1,1,1,1,0,,,,,,,,,,96,100,0,9,0,,,,,,,,,,,,,,,,,,368,0,38,2,1,1,415,4,2,0,0,0,0,2
R.Cartwright,00-0021357,no,WAS,,0,0,0,0,1,0,1,0,1,0,,,,,,,,,,385,433,0,48,0,,,,,,,,,,,,,,,,,,189,0,32,1,0,0,276,77,163,0,0,0,0,295
B.Orakpo,00-0026989,no,WAS,LB,84,5,1,40.5,172,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Landry,00-0025393,no,WAS,,103,9,4,6.0,353,0,0,0,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.McIntosh,00-0024250,no,WAS,,101,3,3,4,208,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Daniels,00-0003874,no,WAS,,18,0,0,3.5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Carter,00-0020489,no,WAS,,61,7,0,29.0,120,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Doughty,00-0024387,no,WAS,,130,2,3,3,232,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Fletcher,00-0005322,no,WAS,,278,7,9,11.5,418,0,0,0,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Griffin,00-0019700,no,WAS,,12,1,0,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Haynesworth,00-0021149,no,WAS,,15,0,0,6.0,62,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hall,00-0022923,no,WAS,CB,120,7,21,2,316,0,1,2,7,131,,,,,,,,,,43,43,0,1,0,,,,,,,,,,,,,-2,-2,0,3,0,,,,,,,,,,,,,,
C.Rogers,00-0023444,no,WAS,,40,2,11,1,235,0,1,0,5,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Horton,00-0026389,no,WAS,,9,1,0,0,27,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Smoot,00-0020522,no,WAS,,6,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Hasselbeck,00-0007091,no,SEA,,,,,,,11,9,25,9,-21,,,,,,,,,,,,,,,1727,1053,54,56,2,1,11390,,,,,,,,,,,,,,,,,,92,253,22,3,0,0,256
J.Jones,00-0022840,no,SEA,,,,,,,1,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,0,52,2,0,0,291,237,349,0,2,0,0,886
E.James,00-0008241,no,SEA,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,3,0,0,0,19,46,42,,0,0,0,125
J.Forsett,00-0026373,no,SEA,RB,0,0,0,0,1,1,2,6,2,0,,,,,,,,,,245,296,0,21,0,,,,,,,,,,,,,64,85,0,19,0,720,0,163,1,0,0,1123,596,1224,184,16,2,1,3002
J.Carlson,00-0026178,no,SEA,,,,,,,1,1,1,1,0,,,,,,,,,,13,13,0,3,0,,,,,,,,,,,,,,,,,,935,44,155,10,1,1,1629,,,,,,,
B.Obomanu,00-0024463,no,SEA,,,,,,,1,1,1,2,0,,,,,,,,,,241,247,0,12,0,,,,,,,,,,,,,,,,,,655,155,76,6,3,2,1037,4,37,0,0,0,0,41
N.Burleson,00-0021999,no,SEA,,,,,,,5,2,7,2,3,,,,,,,,,,2,2,0,2,0,,,,,,,,,,,,,69,142,,30,0,1187,153,257,15,2,1,2895,30,197,0,0,0,0,210
J.Griffith,00-0022011,no,SEA,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,19,1,0,0,118,4,4,,0,0,0,6
T.Houshmandzadeh,00-0020438,no,SEA,,,,,,,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,696,129,120,7,0,0,1455,,,,,,,
S.Wallace,00-0022055,no,SEA,,,,,,,3,3,7,3,-44,,,,,,,,,,,,,,,352,213,7,9,1,0,2100,,,,,,,,,,,59,0,4,0,0,0,59,30,65,0,1,0,0,81
D.Butler,00-0027063,no,SEA,,,,,,,,,,,,,,,,,,,,,16,16,,1,0,,,,,,,,,,,,,,,,,,417,100,57,4,0,0,611,2,6,0,0,0,0,6
W.Herring,00-0025548,no,SEA,,17,2,3,1,66,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Mare,00-0010373,no,SEA,,,,,,,0,1,0,1,-3,89,77,1357,231,110,1,110,0,110,,,,,,,,,,,,,35,2,38,2,70,,,,,,,,,,,,,,,,,,,
J.Ryan,00-0023742,no,SEA,P,,,,,,1,2,3,2,-29,,,,,,,,,,,,,,,1,1,0,0,0,0,42,3780,175,5369,464,20698,,,,,,,,,,,,,6,-22,0,0,0,0,-22
J.Wilson,00-0025442,no,SEA,DB,68,6,11,4,272,1,0,1,7,78,,,,,,,,,,145,167,0,17,0,,,,,,,,,,,,,1,1,0,1,0,,,,,,,,,,,,,,
J.Babineaux,00-0022409,no,SEA,,87,3,6,3.0,229,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,0,0,0,10
L.Hill,00-0023533,no,SEA,,46,2,0,6.5,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Jackson,00-0026168,no,SEA,,36,4,0,17.5,77,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Jennings,00-0024246,no,SEA,,15,0,1,1,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Curry,00-0026981,no,SEA,,38,4,0,6,160,0,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Redding,00-0021998,no,SEA,DE,71,0,1,19.5,144,0,0,0,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mebane,00-0025472,no,SEA,DT,94,0,0,6.5,164,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Grant,00-0019560,no,SEA,,46,3,7,2,146,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Lucas,00-0020499,no,SEA,,6,0,1,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hawthorne,00-0025999,no,SEA,ILB,176,4,8,11,370,0,0,0,3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Tapp,00-0024278,no,SEA,,28,1,0,10.0,120,0,0,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Cole,00-0021684,no,SEA,DT,49,0,0,2,86,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Reed,00-0026962,no,SEA,,5,0,0,1,10,0,1,0,3,81,,,,,,,,,,3,3,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Kerney,00-0009173,no,SEA,,11,3,0,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Tatupu,00-0023480,no,SEA,,41,1,1,2,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bulger,00-0019599,no,STL,,,,,,,1,2,6,2,0,,,,,,,,,,,,,,,247,140,6,5,1,0,1469,,,,,,,,,,,,,,,,,,8,23,,0,0,0,22
D.Avery,00-0026173,no,STL,,,,,,,4,0,5,0,0,,,,,,,,,,19,19,,1,0,,,,,,,,,,,,,,,,,,1114,59,165,11,0,0,2187,10,45,0,0,0,0,45
S.Jackson,00-0022736,no,STL,,,,,,,4,4,5,4,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,23,229,2,1,1,1690,1518,1652,223,31,0,0,6101
L.Robinson,00-0025462,no,STL,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814,215,125,14,0,0,1621,2,-14,0,0,0,0,-14
D.Fells,00-0023752,no,STL,TE,,,,,,3,0,4,0,0,,,,,,,,,,20,20,0,1,0,,,,,,,,,,,,,,,,,,835,92,104,12,1,0,1226,,,,,,,
R.McMichael,00-0021236,no,STL,,,,,,,0,3,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,12,93,3,0,0,876,,,,,,,
K.Burton,00-0026268,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,25,0,0,0,253,,,,,,,
J.Laurinaitis,00-0027011,no,STL,MLB,152,0,9,16.0,598,0,0,0,8,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh.Brown,00-0021940,no,STL,K,,,,,,0,1,0,1,-4,154,135,2642,405,146,0,145,1,145,,,,,,1,1,0,1,0,0,36,,,,,,,,,,,,,,,,,,,,,,,,
D.Jones,00-0022684,no,STL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850,191,5374,540,24530,,,,,,,,,,,,,1,9,0,0,0,0,9
S.Gado,00-0023074,no,STL,,,,,,,,,,,,,,,,,,,,,23,23,,1,0,,,,,,,,,,,,,,,,,,25,,3,0,0,0,25,14,22,,0,0,0,26
D.Stanley,00-0025636,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,31,,3,0,,,,,,,,,,,,,,
G.Gibson,00-0023327,no,STL,,16,0,0,3.5,52,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Fletcher,00-0027041,no,STL,DB,31,1,8,1,234,0,1,0,4,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Butler,00-0023053,no,STL,,14,1,5,0,82,0,0,0,2,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ryan,00-0025541,no,STL,,7,0,0,1,35,1,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Long,00-0026142,no,STL,DE,36,6,0,47.5,155,0,0,0,4,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hall,00-0019387,no,STL,,21,5,0,20.5,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wade,00-0025471,no,STL,,7,0,0,0,48,0,1,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Vobora,00-0026392,no,STL,,16,1,0,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Thomas,00-0016271,no,STL,,9,0,0,0,26,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Witherspoon,00-0021085,no,STL,,73,5,6,7,219,0,0,0,3,2,,,,,,,,,,6,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Atogwe,00-0023501,no,STL,,47,5,8,4,158,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
