name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds 
S.Lanning,00-0028347,no,CLE,P,,,,,,0,1,0,1,0,0,0,0,0,1,0,1,0,1,,,,,,1,1,0,1,0,0,11,1234,53,1681,177,7778,,,,,,,,,,,,,,,,,,,
B.Rainey,00-0029384,no,CLE,RB,,,,,,4,0,4,0,0,,,,,,,,,,190,212,0,16,0,2,0,0,0,0,0,0,,,,,,26,43,0,9,0,212,10,49,2,0,0,365,247,376,134,6,0,0,982
C.Sturgis,00-0030390,no,MIA,K,,,,,,,,,,,67,54,1142,162,73,0,73,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Jordan,00-0030555,no,MIA,DE,6,0,0,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Martin,00-0030092,no,DET,P,,,,,,1,1,2,1,-9,,,,,,,,,,,,,,,2,2,0,0,0,0,27,1310,54,1855,145,6713,,,,,,,,,,,,,2,3,0,0,0,0,3
J.Fauria,00-0029883,no,DET,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,63,24,8,2,2,281,,,,,,,
P.Edwards,00-0029227,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,5,0,0,0,46,,,,,,,
E.Ansah,00-0030059,no,DET,DE,25,5,0,17.0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Slay,00-0030062,no,DET,CB,21,0,3,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Line,00-0029931,no,MIN,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,0,0,0,8,,,,,,,
C.Patterson,00-0030578,no,MIN,WR,,,,,,1,0,1,0,0,,,,,,,,,,841,1152,105,77,2,,,,,,,,,,,,,,,,,,497,98,79,5,0,0,854,22,220,185,4,0,0,275
J.Locke,00-0030405,no,MIN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304,45,1776,154,6784,,,,,,,,,,,,,,,,,,,
X.Rhodes,00-0030575,no,MIN,CB,17,1,1,0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Rivera,00-0030514,no,OAK,TE,,,,,,1,1,2,1,0,,,,,,,,,,3,3,0,1,0,,,,,,,,,,,,,,,,,,480,83,97,8,0,0,945,,,,,,,
B.Butler,00-0030516,no,OAK,WR,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,52,30,2,0,0,383,,,,,,,
M.King,00-0029123,no,OAK,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313,56,1845,199,9297,,,,,,,,,,,,,,,,,,,
S.McGee,00-0030515,no,OAK,DT,7,0,0,0,16,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hayden,00-0030572,no,OAK,CB,8,1,2,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Robinson,00-0030547,no,JAC,RB,0,0,0,0,1,4,1,5,1,0,,,,,,,,,,44,50,0,4,0,2,0,0,0,0,0,0,,,,,,,,,,,99,0,25,0,0,0,150,159,274,45,4,0,0,667
M.Brown,00-0029155,no,JAC,WR,,,,,,2,1,3,1,0,,,,,,,,,,11,11,0,1,0,,,,,,,,,,,,,13,22,0,5,0,269,36,39,2,0,0,534,,,,,,,
A.Sanders,00-0030550,no,JAC,WR,,,,,,1,1,2,1,0,,,,,,,,,,91,91,0,4,0,1,1,0,1,0,0,21,,,,,,144,237,0,57,0,321,12,57,1,0,0,539,3,4,0,0,0,0,4
D.Gratz,00-0030539,no,JAC,CB,22,2,3,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cyprien,00-0030538,no,JAC,SS,51,3,1,1,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Davis,00-0030280,no,KC,RB,,,,,,3,1,7,1,0,,,,,,,,,,660,787,0,40,2,,,,,,,,,,,,,,,,,,222,70,28,1,0,0,234,213,295,94,11,0,0,730
J.Hemingway,00-0029311,no,KC,WR,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,20,25,2,0,0,233,,,,,,,
M.Cooper,00-0030127,no,KC,CB,3,1,3,0,56,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
G.Smith,00-0030565,no,NYJ,QB,,,,,,8,8,17,8,-31,,,,,,,,,,,,,,,810,466,34,25,3,0,5571,,,,,,,,,,,13,0,1,0,0,0,13,131,297,52,7,0,0,604
T.Bohanon,00-0030112,no,NYJ,FB,,,,,,,,,,,,,,,,,,,,15,15,0,1,0,,,,,,,,,,,,,,,,,,74,0,13,0,0,0,99,20,32,0,0,0,0,67
D.Harrison,00-0029040,no,NYJ,NT,57,0,0,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Richardson,00-0030573,no,NYJ,DE,60,2,0,11.0,83,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,2,0,0,4
D.Milliner,00-0030592,no,NYJ,CB,12,0,3,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Spence,00-0030402,no,TB,DT,21,0,0,3.0,46,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Page,00-0029098,no,TB,,,,,,,2,0,3,0,0,,,,,,,,,,310,340,0,23,0,,,,,,,,,,,,,128,203,0,22,0,43,0,4,0,0,0,68,2,14,0,0,0,0,14
J.Banks,00-0030469,no,TB,CB,15,0,7,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Stills,00-0030085,no,NO,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,355,96,8,0,0,1584,4,8,0,0,0,0,8
J.Jenkins,00-0030070,no,NO,NT,19,0,0,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Vaccaro,00-0030060,no,NO,SS,40,1,3,2,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Ewing,00-0029420,no,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,2,0,0,0,29,,,,,,,
R.Alford,00-0030528,no,ATL,CB,18,1,5,0,50,1,0,1,1,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
D.Trufant,00-0030562,no,ATL,CB,23,1,5,0,108,0,0,0,2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Wheaton,00-0030460,no,PIT,WR,,,,,,,,,,,,,,,,,,,,202,254,0,22,0,,,,,,,,,,,,,,,,,,360,65,62,2,1,1,763,4,9,0,0,0,0,19
J.Jones,00-0030499,no,PIT,OLB,17,1,0,3,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Thomas,00-0030412,no,PIT,SS,8,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Wilson,00-0027597,no,PIT,,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Austin,00-0030525,no,STL,WR,,,,,,1,5,8,5,0,,,,,,,,,,191,219,0,19,0,1,0,0,0,0,0,0,,,,,,253,541,251,70,3,394,91,74,4,0,0,655,49,312,105,4,0,0,392
Z.Stacy,00-0030536,no,STL,RB,,,,,,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,4,44,1,0,0,293,326,319,55,8,0,0,1263
T.Barnes,00-0028274,yes,STL,C,,,,,,,,,,,,,,,,,,,,7,7,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Cunningham,00-0029795,no,STL,RB,,,,,,3,1,4,1,0,,,,,,,,,,483,585,0,48,0,,,,,,,,,,,,,,,,,,267,5,55,1,0,0,488,129,272,27,4,1,1,550
T.McDonald,00-0030530,no,STL,SS,31,0,2,3,131,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ogletree,00-0030527,no,STL,OLB,52,9,3,2.0,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Conrath,00-0028878,no,STL,DT,2,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ellington,00-0030287,no,ARI,RB,,,,,,3,1,4,1,0,,,,,,,,,,21,21,0,1,0,,,,,,,,,,,,,,,,,,450,118,86,3,0,0,773,330,490,111,7,0,0,1381
J.Brown,00-0030300,no,ARI,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,45,33,3,0,0,364,,,,,,,
T.Jefferson,00-0030294,no,ARI,SS,11,1,0,1,85,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Mathieu,00-0030459,no,ARI,FS,5,1,3,1,108,0,0,0,1,9,,,,,,,,,,8,8,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.McDonald,00-0030470,no,SF,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,0,11,0,0,0,154,,,,,,,
T.Jerod-Eddie,00-0029165,no,SF,DE,15,1,1,1,34,0,0,0,1,0,,,,,,,,,,18,18,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Reid,00-0030548,no,SF,FS,19,0,7,0,93,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Lacy,00-0030485,no,GB,RB,,,,,,3,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,99,79,4,0,0,698,549,632,102,21,0,0,2402
M.Hyde,00-0030090,no,GB,FS,27,1,2,2,83,0,1,3,1,0,,,,,,,,,,228,304,0,26,0,,,,,,,,,,,,,326,420,223,39,3,,,,,,,,,,,,,,
G.Escobar,00-0030544,no,DAL,TE,,,,,,0,1,0,1,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,199,77,20,7,0,0,247,,,,,,,
T.Williams,00-0030542,no,DAL,WR,,,,,,2,0,2,0,0,,,,,,,,,,88,91,0,6,0,,,,,,,,,,,,,,,,,,825,328,87,13,1,1,1429,3,4,0,0,0,0,4
D.Holloman,00-0030102,no,DAL,,12,0,0,2,12,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Cox,00-0030128,no,NYG,,,,,,,0,1,0,1,0,,,,,,,,,,290,347,0,31,0,,,,,,,,,,,,,,,,,,21,0,5,0,0,0,21,26,38,0,0,0,0,76
J.Reed,00-0030472,no,WAS,TE,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,21,102,4,1,0,1027,1,18,0,0,0,0,18
C.Thompson,00-0030404,no,WAS,RB,,,,,,,,,,,,,,,,,,,,95,113,0,9,0,,,,,,,,,,,,,19,29,0,7,0,14,9,6,1,0,0,27,6,14,0,0,0,0,23
D.Amerson,00-0030420,no,WAS,CB,17,1,2,0,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Rambo,00-0030289,no,WAS,SS,12,0,2,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Ertz,00-0030061,no,PHI,TE,,,,,,1,0,1,1,9,,,,,,,,,,0,0,0,2,0,,,,,,,,,,,,,,,,,,550,117,97,7,0,0,1217,,,,,,,
J.Poyer,00-0030114,no,PHI,CB,7,0,0,0,20,1,0,1,0,0,,,,,,,,,,14,14,0,1,0,,,,,,,,,,,,,75,114,0,15,0,,,,,,,,,,,,,,
F.Whittaker,00-0029731,no,SD,RB,,,,,,0,1,1,1,0,,,,,,,,,,384,503,0,39,0,,,,,,,,,,,,,,,,,,160,78,28,3,0,0,218,63,119,4,1,0,0,227
K.Geathers,00-0030318,no,SD,NT,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Addae,00-0030312,no,SD,DB,16,2,0,2,61,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hopkins,00-0030564,no,HOU,WR,,,,,,2,1,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,228,137,10,1,1,2110,,,,,,,
R.Bullock,00-0029421,no,HOU,K,,,,,,,,,,,70,58,1228,174,67,0,66,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Swearinger,00-0030566,no,HOU,DB,39,4,3,1,105,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Develin,00-0027925,no,NE,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,10,0,0,0,105,7,14,1,1,0,0,15
A.Dobson,00-0030540,no,NE,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,134,41,4,0,0,566,,,,,,,
D.Harmon,00-0030383,no,NE,SS,11,0,4,0,34,0,0,0,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Buchanan,00-0030475,no,NE,,1,0,0,2,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Sapp,00-0027734,no,NYJ,,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Toilolo,00-0030443,no,ATL,TE,,,,,,1,1,1,1,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,210,7,43,4,0,0,297,,,,,,,
J.Bartu,00-0029770,no,ATL,ILB,73,0,0,4.5,94,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Massaquoi,00-0029617,no,ATL,DE,24,0,0,5.5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Brown,00-0030458,no,BAL,ILB,4,1,0,0.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mingo,00-0030558,no,CLE,OLB,29,0,0,7,52,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.McFadden,00-0030556,no,CLE,DB,9,0,0,0.5,13,,,,,,,,,,,,,,,5,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Summers,00-0026926,no,BUF,,,,,,,,,,,,,,,,,,,,,11,11,0,1,0,,,,,,,,,,,,,,,,,,68,1,12,1,0,0,88,18,49,5,2,0,0,63
K.Short,00-0030448,no,CAR,DT,32,2,0,5.0,42,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jo.Anderson,00-0029494,no,CHI,,,,,,,,,,,,,,,,,,,,,70,57,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Floyd,00-0030574,no,MIN,DT,24,1,0,7.5,37,1,0,1,0,0,,,,,,,,,,8,8,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Banjo,00-0029747,no,GB,SS,2,0,0,0,10,,,,,,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Jones,00-0030576,no,GB,DE,8,0,1,5.0,26,0,0,0,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Potter,00-0029318,no,WAS,,,,,,,,,,,,4,3,68,9,7,0,7,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Whalen,00-0029033,no,IND,WR,,,,,,1,1,2,1,0,,,,,,,,,,201,225,0,16,0,,,,,,,,,,,,,99,181,0,34,0,136,21,26,2,1,0,282,,,,,,,
K.Williams,00-0030117,no,IND,RB,,,,,,0,0,1,0,0,,,,,,,,,,28,28,0,1,0,,,,,,,,,,,,,,,,,,6,0,2,0,0,0,11,53,49,0,0,0,0,246
J.Chapman,00-0029574,no,IND,NT,11,1,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Werner,00-0030563,no,IND,OLB,16,1,0,6.5,50,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.McGrath,00-0029391,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,11,26,2,0,0,302,,,,,,,
R.Parker,00-0028445,no,KC,SS,12,2,3,2,98,0,1,0,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Wolff,00-0030080,no,PHI,SS,8,0,1,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Logan,00-0030507,no,PHI,NT,21,1,0,2,67,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Allen,00-0030279,no,SD,WR,,,,,,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,115,152,0,25,0,613,165,163,12,0,0,1995,,,,,,,
S.Taylor,00-0030282,no,ARI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,10,19,3,0,0,150,99,147,4,1,0,0,323
K.Taylor,00-0028606,no,ARI,,,,,,,,,,,,,,,,,,,,,60,60,0,2,0,,,,,,,,,,,,,,,,,,87,14,22,1,0,0,229,,,,,,,
L.Donnell,00-0028838,no,NYG,TE,,,,,,4,0,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,31,69,6,0,0,675,,,,,,,
A.Robinson,00-0028978,no,DEN,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Moore,00-0030529,no,OAK,OLB,31,3,0,8,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ebert,00-0029552,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,3,0,0,0,18,,,,,,,
S.Ware,00-0030414,yes,SEA,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,0,0,0,10
C.Lemonier,00-0030518,no,SF,OLB,5,1,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Moye,00-0029108,no,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,2,1,0,0,20,,,,,,,
V.Williams,00-0030434,no,PIT,ILB,23,0,0,0,58,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
A.Jenkins,00-0029654,no,KC,,,,,,,0,0,1,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,0,17,0,0,0,223,4,4,0,0,0,0,4
C.Wood,00-0030248,no,HOU,,,,,,,,,,,,,,,,,,,,,20,20,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,0,0,0,9
J.Franklin,00-0030078,no,GB,,,,,,,1,0,2,0,0,,,,,,,,,,65,66,0,4,0,,,,,,,,,,,,,,,,,,17,0,4,0,0,0,30,19,55,2,1,0,0,107
B.Webb,00-0030403,no,DAL,CB,3,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Heath,00-0030196,no,DAL,SS,13,1,1,0,49,0,0,0,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wilcox,00-0030543,no,DAL,FS,28,1,3,0,78,0,0,1,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Sims,00-0030422,no,MIA,TE,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,33,30,3,0,0,316,,,,,,,
M.Egnew,00-0029694,no,MIA,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,7,0,0,0,69,,,,,,,
J.Denney,00-0023173,no,MIA,LS,1,0,0,0,1,1,0,1,2,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Goodman,00-0030424,no,ATL,DE,16,2,0,0,11,0,0,0,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Worrilow,00-0029792,no,ATL,ILB,112,2,0,4.5,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Sendejo,00-0027914,no,MIN,SS,37,1,1,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,0,0,0,0,48
J.Aubrey,00-0029853,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,0,0,0,0,34
R.Quigley,00-0029493,no,NYJ,P,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,38,1194,45,1693,153,6989,,,,,,,,,,,,,,,,,,,
C.Bryant,00-0028707,no,BUF,DT,16,1,0,2.5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Ryan,00-0030411,no,NE,CB,15,2,7,2,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Collins,00-0030421,no,NE,OLB,61,4,2,4,99,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.James,00-0030391,no,TB,RB,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,2,,,,,,,,,,,30,0,11,0,0,0,38,79,107,0,0,0,0,332
T.Wright,00-0029910,no,TB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,81,80,11,0,0,830,2,0,0,0,0,0,0
W.Gholston,00-0030386,no,TB,DE,30,0,0,4.0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Robinson,00-0030348,no,NO,RB,,,,,,2,0,2,0,0,,,,,,,,,,28,28,0,1,0,,,,,,,,,,,,,,,,,,72,0,13,0,0,0,114,138,269,24,4,0,0,605
G.Foster,00-0030215,no,NO,DE,3,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ta'amu,00-0029138,no,ARI,NT,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hunter,00-0030521,no,TEN,WR,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,272,47,7,0,0,863,,,,,,,
C.Warmack,00-0030593,yes,TEN,G,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Riddick,00-0030107,no,DET,RB,,,,,,,,,,,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,203,52,40,5,0,0,379,29,60,2,1,0,0,76
C.Hilliard,00-0025596,no,DET,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Lester,00-0030254,no,CAR,SS,5,0,3,0,14,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Klein,00-0030463,no,CAR,OLB,14,0,0,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.White,00-0030259,no,CAR,CB,11,1,3,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Moore,00-0030069,no,NYG,DE,8,0,0,5.5,20,,,,,,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Patton,00-0030450,no,SF,WR,,,,,,1,0,1,0,0,,,,,,,,,,31,31,0,2,0,,,,,,,,,,,,,,,,,,69,0,6,0,0,0,78,2,46,0,0,0,0,46
D.Howell,00-0028895,no,IND,FS,3,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Michael,00-0030432,no,SEA,RB,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,1,0,0,0,12,52,130,0,0,0,0,254
L.Willson,00-0030089,no,SEA,TE,,,,,,0,1,0,1,0,,,,,,,,,,43,48,0,4,0,,,,,,,,,,,,,,,,,,412,142,41,4,0,0,619,,,,,,,
J.Lotulelei,00-0030210,no,SEA,LB,4,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Evans,00-0030557,no,JAC,FS,39,0,0,0,105,0,0,0,2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McCray,00-0030451,no,JAC,CB,9,0,0,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Robinson,00-0030371,no,OAK,DE,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
