name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Henne,00-0026197,yes,JAC,QB,42,27,2,1,0,0,255,,,,,,,
C.Palmer,00-0021429,no,ARI,QB,42,30,0,2,0,0,419,3,-1,0,0,0,0,-3
