name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
E.Manuel,00-0030526,yes,BUF,QB,1,0,1,0,0,39,27,1,1,1,1,296,4,9,0,0,0,0,13
C.Newton,00-0027939,no,CAR,QB,,,,,,38,21,1,2,0,0,229,4,6,0,0,0,0,15
