name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Newton,00-0027939,yes,CAR,QB,37,23,2,1,0,0,249,5,12,8,1,0,0,22
M.Ryan,00-0026143,no,ATL,QB,27,20,3,1,0,0,219,2,3,0,0,0,0,2
