name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
R.Tannehill,00-0029701,yes,MIA,QB,42,28,1,1,0,0,310,4,19,0,0,0,0,36
C.Newton,00-0027939,no,CAR,QB,38,19,1,1,0,0,174,8,14,5,1,0,0,51
