name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Newton,00-0027939,yes,CAR,QB,28,19,0,3,0,0,209,7,24,0,0,0,0,62
T.Brady,00-0019596,no,NE,QB,40,29,1,1,0,0,296,1,3,0,0,0,0,3
