name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
S.Tolzien,00-0028595,yes,GB,QB,17,7,0,0,0,0,98,2,19,6,1,0,0,25
M.Flynn,00-0026349,yes,GB,,36,21,0,1,1,0,218,4,13,0,0,0,0,24
C.Ponder,00-0027950,no,MIN,,30,21,0,1,0,0,233,3,3,0,0,0,0,-5
