name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
R.Tannehill,00-0029701,yes,MIA,QB,40,20,3,1,0,0,204,2,20,0,0,0,0,19
G.Smith,00-0030565,no,NYJ,QB,27,17,0,0,0,0,190,10,12,7,1,0,0,44
