name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Ryan,00-0026143,yes,ATL,QB,43,33,0,2,0,0,374,,,,,,,
S.Bradford,00-0027854,no,STL,QB,55,32,1,3,0,0,352,3,23,0,0,0,0,25
