name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Leftwich,00-0022177,yes,PIT,,0,1,1,1,0,39,18,1,0,0,0,201,1,31,31,1,0,0,31
J.Flacco,00-0026158,no,BAL,QB,0,1,1,1,0,32,20,0,0,0,0,164,1,-1,0,0,0,0,-1
