name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Flacco,00-0026158,yes,BAL,QB,26,17,0,1,0,0,234,2,3,0,0,0,0,2
T.Romo,00-0021678,no,DAL,QB,36,25,1,2,1,0,261,,,,,,,
