name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
A.Smith,00-0023436,yes,SF,QB,0,1,1,1,0,31,20,0,2,0,0,226,4,10,0,0,0,0,7
M.Stafford,00-0026498,no,DET,QB,,,,,,32,19,1,1,0,0,230,2,11,0,0,0,0,10
