name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Locker,00-0027946,yes,TEN,,1,0,1,0,-2,42,29,0,2,0,0,378,4,31,0,0,0,0,35
Sh.Hill,00-0020679,no,DET,QB,,,,,,13,10,0,2,0,0,172,1,-1,0,0,0,0,-1
M.Stafford,00-0026498,no,DET,QB,,,,,,42,33,0,1,1,1,278,2,7,0,0,0,0,12
