name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
R.Griffin,00-0029665,yes,WAS,QB,,,,,,15,10,0,0,0,0,91,1,7,0,0,0,0,7
K.Cousins,00-0029604,yes,WAS,QB,,,,,,9,5,2,1,0,0,111,,,,,,,
M.Ryan,00-0026143,no,ATL,QB,1,0,1,0,-2,52,34,1,2,0,0,345,5,6,0,0,0,0,7
