name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Newton,00-0027939,yes,CAR,QB,29,16,0,1,0,0,252,11,16,0,0,0,0,40
J.Freeman,00-0026993,no,TB,,46,25,2,3,1,1,248,5,13,0,0,0,0,27
