name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Sanchez,00-0026898,yes,NYJ,QB,21,10,3,0,0,0,97,1,2,0,0,0,0,2
G.McElroy,00-0028146,yes,NYJ,,7,5,0,1,0,0,29,4,4,0,0,0,0,5
R.Lindley,00-0029531,no,ARI,,31,10,1,0,0,0,72,,,,,,,
