name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Skelton,00-0027754,yes,ARI,,52,32,1,0,0,0,290,1,1,0,0,0,0,1
A.Smith,00-0023436,no,SF,QB,19,18,0,3,0,0,232,1,6,0,0,0,0,6
