name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Cassel,00-0023662,yes,KC,QB,1,0,1,0,-6,15,9,2,0,0,0,92,4,12,0,0,0,0,14
B.Quinn,00-0025409,yes,KC,,,,,,,3,3,0,0,0,0,32,,,,,,,
J.Flacco,00-0026158,no,BAL,QB,,,,,,27,13,1,0,0,0,187,3,16,0,0,0,0,14
