name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
A.Rodgers,00-0023459,yes,GB,QB,38,29,1,4,0,0,408,9,11,11,2,0,0,36
K.Orton,00-0023541,no,DEN,,32,22,3,3,0,0,273,2,8,0,0,0,0,7
