name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Campbell,00-0023460,yes,OAK,,27,18,0,0,0,0,156,3,10,0,0,0,0,10
M.Sanchez,00-0026898,no,NYJ,QB,43,27,1,2,0,0,369,2,1,1,1,0,0,2
