name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Ponder,00-0027950,yes,MIN,,0,0,1,0,0,33,19,3,2,0,0,211,5,28,0,0,0,0,71
C.Palmer,00-0021429,no,OAK,QB,,,,,,23,17,0,1,0,0,164,3,4,1,1,0,0,5
