name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Romo,00-0021678,yes,DAL,QB,2,0,0,0,0,0,0,,,,,,,
S.McGee,00-0027071,yes,DAL,,38,24,0,1,0,0,182,4,12,0,0,0,0,28
M.Vick,00-0020245,no,PHI,QB,32,18,0,2,0,0,293,3,10,0,0,0,0,10
