name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Schaub,00-0022787,yes,HOU,QB,,,,,,24,17,2,1,0,0,220,4,3,0,0,0,0,0
K.Collins,00-0003292,no,IND,,2,0,3,0,0,31,16,0,1,0,0,197,1,0,0,0,0,0,0
