name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
K.Kolb,00-0025423,yes,ARI,,34,18,1,2,1,0,272,2,11,0,0,0,0,14
B.Roethlisberger,00-0022924,no,PIT,QB,39,26,0,3,0,0,361,2,-1,0,0,0,0,-2
