name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Ryan,00-0026143,yes,ATL,QB,32,18,2,1,0,0,167,3,9,0,0,0,0,9
A.Rodgers,00-0023459,no,GB,QB,39,26,0,2,1,0,396,1,-1,0,0,0,0,-1
