name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Roethlisberger,00-0022924,yes,PIT,QB,40,20,1,0,0,0,174,2,15,0,0,0,16
C.Palmer,00-0021429,no,CIN,QB,30,18,0,0,0,0,178,5,3,0,0,0,-2
