name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Cutler,00-0024226,yes,CHI,QB,,,,,,30,17,1,0,0,0,225,5,19,0,0,0,32
D.Anderson,00-0023645,no,CLE,QB,1,0,1,0,-2,17,6,2,0,0,0,76,2,1,1,0,0,1
B.Quinn,00-0025409,no,CLE,,,,,,,3,1,0,0,0,0,9,,,,,,
