name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Brady,00-0019596,yes,NE,QB,32,19,1,1,0,0,192,2,-1,0,0,0,-2
M.Moore,00-0025708,no,CAR,QB,30,15,0,1,0,0,197,,,,,,
