name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Schaub,00-0022787,yes,HOU,QB,30,20,0,2,0,0,264,5,4,0,0,0,9
S.Hill,00-0020679,no,SF,QB,11,6,0,0,0,0,45,1,2,0,0,0,2
A.Smith,00-0023436,no,SF,QB,22,15,1,3,0,0,206,2,11,0,0,0,16
