name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
K.Orton,00-0023541,yes,DEN,,,,,,,56,32,3,1,0,0,431,2,13,0,0,0,16
M.Cassel,00-0023662,no,KC,QB,0,1,1,1,-1,24,13,1,0,0,0,207,1,0,0,0,0,0
