name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Cutler,00-0024226,yes,CHI,QB,38,27,0,2,0,0,236,2,-1,0,0,0,-2
B.Roethlisberger,00-0022924,no,PIT,QB,35,23,1,1,0,0,221,3,5,1,0,0,6
