name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Moore,00-0025708,yes,CAR,QB,0,1,2,1,-2,33,21,0,3,1,0,299,5,1,0,0,0,-2
B.Favre,00-0005106,no,MIN,,,,,,,27,17,1,0,0,0,224,,,,,,
