name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Moore,00-0025708,yes,CAR,QB,20,14,1,0,0,0,161,1,-1,0,0,0,-1
J.Freeman,00-0026993,no,TB,,44,23,5,0,0,0,321,3,20,0,0,0,30
