name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Russell,00-0025388,yes,OAK,,21,12,2,0,0,0,61,3,15,0,0,0,22
K.Orton,00-0023541,no,DEN,,23,13,0,1,0,0,157,1,-1,0,0,0,-1
