name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Hasselbeck,00-0007091,yes,SEA,QB,0,0,1,0,0,30,15,1,1,0,0,175,2,6,0,0,0,5
V.Young,00-0024218,no,TEN,,,,,,,28,17,1,0,0,0,171,2,-1,0,0,0,-2
