name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
P.Manning,00-0010346,yes,IND,QB,42,20,3,4,0,0,220,3,-1,0,0,0,-3
K.Orton,00-0023541,no,DEN,,41,29,1,2,0,0,277,2,9,0,0,0,11
