name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
S.Hill,00-0020679,yes,SF,QB,,,,,,24,14,0,2,0,0,152,2,-1,0,0,0,-2
K.Boller,00-0022164,no,STL,,1,0,1,0,-9,24,13,1,0,0,0,108,2,5,0,0,0,5
