name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
K.Boller,00-0022164,yes,STL,,,,,,,31,16,1,2,0,0,164,4,13,0,0,0,31
M.Bulger,00-0019599,yes,STL,,1,0,1,0,0,4,3,0,0,0,0,23,,,,,,
A.Rodgers,00-0023459,no,GB,QB,,,,,,23,13,0,2,0,0,269,8,12,1,0,0,38
