name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Brady,00-0019596,yes,NE,QB,,,,,,26,23,0,4,0,0,267,2,2,0,0,0,4
D.Garrard,00-0021231,no,JAC,,0,0,1,0,0,25,19,2,0,0,0,185,4,4,1,0,0,10
