name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Romo,00-0021678,yes,DAL,QB,,,,,,29,18,0,2,0,0,309,1,-1,0,0,0,-1
B.Gradkowski,00-0024408,no,OAK,QB,1,0,1,0,0,35,18,0,1,0,0,200,3,21,0,0,0,30
