name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Favre,00-0005106,yes,MIN,,48,32,0,3,0,0,392,,,,,,
J.Cutler,00-0024226,no,CHI,QB,23,18,2,1,0,0,147,3,8,0,0,0,16
