name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Roethlisberger,00-0022924,yes,PIT,QB,46,29,0,3,0,0,503,1,7,0,0,0,7
A.Rodgers,00-0023459,no,GB,QB,48,26,0,3,1,1,383,3,14,1,0,0,22
