name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Favre,00-0005106,yes,MIN,,,,,,,31,24,0,3,0,0,271,2,-1,0,0,0,-2
A.Rodgers,00-0023459,no,GB,QB,1,0,1,0,0,37,26,1,2,1,0,384,2,11,0,0,0,16
