name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Romo,00-0021678,yes,DAL,QB,29,13,3,1,0,0,127,1,3,1,0,0,3
E.Manning,00-0022803,no,NYG,QB,38,25,0,2,0,0,330,1,2,0,0,0,2
