name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Bulger,00-0019599,yes,STL,,0,0,1,0,0,40,26,1,2,1,0,298,1,7,0,0,0,7
D.Brees,00-0020531,no,NO,QB,,,,,,26,18,2,2,0,0,223,,,,,,
