name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Frye,00-0023502,yes,OAK,,,,,,,25,18,0,1,0,0,180,1,2,0,0,0,2
J.Russell,00-0025388,yes,OAK,,1,0,1,0,0,14,9,1,0,0,0,102,2,3,0,0,0,5
J.Flacco,00-0026158,no,BAL,QB,,,,,,19,11,0,0,0,0,102,4,1,0,0,0,-2
