name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Culpepper,00-0003739,yes,DET,,0,3,3,3,-2,37,23,1,1,0,0,282,3,32,0,0,0,44
B.Roethlisberger,00-0022924,no,PIT,QB,0,0,1,0,-1,30,23,1,3,0,0,277,4,0,0,0,0,-3
