name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Flacco,00-0026158,yes,BAL,QB,0,1,1,1,0,43,26,1,3,0,0,307,5,6,0,0,0,18
B.Croyle,00-0024300,no,KC,,0,0,1,0,0,24,16,0,2,0,0,177,,,,,,
