name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Romo,00-0021678,yes,DAL,QB,27,15,1,1,0,0,158,2,5,0,0,0,4
J.Campbell,00-0023460,no,WAS,,37,24,1,0,0,0,256,,,,,,
