name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Quinn,00-0025409,yes,CLE,,0,1,1,1,0,31,13,2,0,0,0,99,2,2,0,0,0,1
J.Flacco,00-0026158,no,BAL,QB,,,,,,18,13,0,0,0,0,155,,,,,,
