name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Romo,00-0021678,yes,DAL,QB,,,,,,34,24,1,2,0,0,311,3,-1,0,0,0,-3
D.McNabb,00-0011022,no,PHI,,1,1,2,1,-6,36,20,0,0,0,0,223,2,8,0,0,0,8
