name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Brees,00-0020531,yes,NO,QB,,,,,,37,32,0,1,0,0,258,,,,,,
J.Freeman,00-0026993,no,TB,,0,1,1,1,0,31,21,2,0,0,0,271,2,8,0,0,0,7
