name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
K.Collins,00-0003292,yes,TEN,,32,14,2,0,0,0,169,1,4,0,0,0,0,4
D.Garrard,00-0021231,no,JAC,,19,14,0,0,0,0,126,10,7,4,1,0,0,19
