name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.McNabb,00-0011022,yes,WAS,,0,1,1,1,-22,49,26,1,1,0,0,357,4,5,0,0,0,0,10
A.Rodgers,00-0023459,no,GB,QB,,,,,,46,27,1,1,0,0,293,4,15,0,0,0,0,30
