name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
E.Manning,00-0022803,yes,NYG,QB,48,34,2,0,0,0,386,1,2,0,0,0,0,2
V.Young,00-0024218,no,TEN,,16,10,0,1,0,0,118,3,4,0,0,0,0,6
