name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Favre,00-0005106,yes,MIN,,1,0,1,0,-3,19,14,0,1,0,0,118,,,,,,,,1,0,0,0,0,0,0
T.Romo,00-0021678,no,DAL,QB,,,,,,32,24,2,3,0,0,220,11,0,0,0,0,0,11,3,14,0,0,0,0,31
