name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
S.Bradford,00-0027854,yes,STL,QB,37,23,1,1,0,0,235,1,2,0,0,0,0,2
D.McNabb,00-0011022,no,WAS,,32,19,1,1,0,0,236,2,26,0,0,0,0,25
