name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Roethlisberger,00-0022924,yes,PIT,QB,49,30,1,3,0,0,387,1,12,0,0,0,0,12
T.Brady,00-0019596,no,NE,QB,43,30,0,3,1,0,350,1,3,3,1,0,0,3
