name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Garrard,00-0021231,yes,JAC,,0,0,1,0,0,30,13,1,0,0,0,105,8,11,0,0,0,0,23
M.Vick,00-0020245,no,PHI,QB,,,,,,31,17,0,3,0,0,291,4,17,17,1,0,0,30
