name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Cassel,00-0023662,yes,KC,QB,25,10,3,1,0,0,97,6,9,0,0,0,24
M.Gutierrez,00-0024824,yes,KC,,1,1,0,0,0,0,3,,,,,,
P.Rivers,00-0022942,no,SD,QB,30,18,0,3,0,0,268,2,11,0,0,0,18
