name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Garrard,00-0021231,yes,JAC,,1,0,1,0,0,34,20,3,2,0,0,254,,,,,,,,2,6,0,0,0,0,9
M.Jones-Drew,00-0024275,yes,JAC,,1,0,1,0,0,1,0,1,0,0,0,0,75,0,3,0,0,0,87,24,22,1,1,0,0,132
C.McCoy,00-0027688,no,CLE,QB,,,,,,28,17,1,1,0,0,241,,,,,,,,4,18,0,0,0,0,39
