name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.McNabb,00-0011022,yes,PHI,,35,21,1,1,1,1,260,2,-1,0,0,0,-2
M.Vick,00-0020245,yes,PHI,QB,1,0,0,0,0,0,0,2,4,0,0,0,4
J.Campbell,00-0023460,no,WAS,,37,22,2,2,0,0,231,2,1,1,0,0,2
