name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
V.Young,00-0024218,yes,TEN,,1,0,1,0,0,21,8,2,0,0,0,89,,,,,,,6,14,1,0,0,40
P.Rivers,00-0022942,no,SD,QB,,,,,,27,21,0,2,0,0,264,,,,,,,1,-1,0,0,0,-1
L.Tomlinson,00-0020536,no,SD,,,,,,,1,0,0,0,0,0,0,2,2,0,0,0,4,16,9,2,0,0,59
